,page,country,rev_id,rev_ids,ratings,Geography,Population mid-2018 (millions)
46201,Charles Myeza,swaziland,790010723.0,790010723.0,Stub,,
46202,Sishayi Nxumalo,swaziland,790010729.0,790010729.0,Stub,,
46203,Paul Shabangu,swaziland,790010732.0,790010732.0,Stub,,
46204,Trusty Gina,swaziland,790010783.0,790010783.0,Stub,,
46205,Marwick Khumalo,swaziland,790010820.0,790010820.0,Stub,,
46206,Prince Sozisa Dlamini,swaziland,790090661.0,790090661.0,B,,
46207,Andreas Fakudze,swaziland,790636139.0,790636139.0,Stub,,
46208,Ndumiso Mamba,swaziland,793428048.0,793428048.0,Stub,,
46209,Dzeliwe of Swaziland,swaziland,796256782.0,796256782.0,Start,,
46210,Ben Nsibandze,swaziland,797494822.0,797494822.0,Stub,,
46211,List of Prime Ministers of Swaziland,swaziland,797904256.0,797904256.0,Start,,
46212,Barnabas Sibusiso Dlamini,swaziland,798454144.0,798454144.0,Start,,
46213,Sotsha Dlamini,swaziland,800650407.0,800650407.0,Stub,,
46214,Labotsibeni Mdluli,swaziland,802149787.0,802149787.0,C,,
46215,Tsandzile Dlamini,swaziland,804656330.0,804656330.0,Start,,
46216,Maphevu Dlamini,swaziland,807175486.0,807175486.0,Stub,,
46217,Karim Mammadbeyov,dagestani,723563977.0,723563977.0,Start,,
46218,Aziz Aliyev,dagestani,785202362.0,785202362.0,C,,
46219,Mukhu Aliyev,dagestani,785532389.0,785532389.0,Start,,
46220,Magomedali Magomedov,dagestani,789329935.0,789329935.0,Start,,
46221,Magomedsalam Magomedov,dagestani,792949749.0,792949749.0,Start,,
46222,Sagid Murtazaliev,dagestani,796896055.0,796896055.0,Start,,
46223,Head of the Republic of Dagestan,dagestani,803611453.0,803611453.0,Start,,
46224,List of Danish High Commissioners in Greenland,greenlandic,728026000.0,728026000.0,Stub,,
46225,Gunnar Martens,greenlandic,742150479.0,742150479.0,Stub,,
46226,Sara Olsvig,greenlandic,756830216.0,756830216.0,Stub,,
46227,Kathrine Chemnitz,greenlandic,757102071.0,757102071.0,Start,,
46228,Augusta Salling,greenlandic,757103267.0,757103267.0,Stub,,
46229,Agathe Fontain,greenlandic,757539811.0,757539811.0,Stub,,
46230,Ane Hansen (politician),greenlandic,757539958.0,757539958.0,Stub,,
46231,Asii Chemnitz Narup,greenlandic,763742018.0,763742018.0,Stub,,
46232,Aleqa Hammond,greenlandic,770757601.0,770757601.0,Start,,
46233,Katrine Larsen Lenner,greenlandic,778461046.0,778461046.0,Stub,,
46234,Maliina Abelsen,greenlandic,780537008.0,780537008.0,Start,,
46235,Agnethe Davidsen,greenlandic,787423025.0,787423025.0,Stub,,
46236,Mimi Karlsen,greenlandic,806560929.0,806560929.0,Stub,,
46332,Alan Parastaev,ossetian,743018109.0,743018109.0,Start,,
46333,Taymuraz Mamsurov,ossetian,757343822.0,757343822.0,Start,,
46334,Head of the Republic of North Ossetia-Alania,ossetian,774555176.0,774555176.0,Stub,,
46335,Akhsarbek Galazov,ossetian,782634776.0,782634776.0,Start,,
46336,Alexander Dzasokhov,ossetian,789328182.0,789328182.0,Start,,
46337,Alla Dzhioyeva,ossetian,796950389.0,796950389.0,C,,
46338,Vyacheslav Bitarov,ossetian,804609656.0,804609656.0,Stub,,
46339,Tamerlan Aguzarov,ossetian,804609900.0,804609900.0,Stub,,
46340,Anatoly Bibilov,ossetian,806832826.0,806832826.0,Start,,
46378,Leilani Reklai,palauan,757106724.0,757106724.0,Stub,,
46379,Antonio Bells,palauan,762610456.0,762610456.0,Stub,,
46380,Haruo Remeliik,palauan,764341685.0,764341685.0,Stub,,
46381,Roman Tmetuchl,palauan,765032190.0,765032190.0,GA,,
46382,Vice President of Palau,palauan,765102210.0,765102210.0,Stub,,
46383,Surangel Whipps Jr.,palauan,767195006.0,767195006.0,Stub,,
46384,Alfonso Oiterong,palauan,773405868.0,773405868.0,Stub,,
46385,Johnson Toribiong,palauan,777304756.0,777304756.0,Start,,
46386,Kerai Mariur,palauan,778679721.0,778679721.0,Stub,,
46387,President of Palau,palauan,782714724.0,782714724.0,Start,,
46388,Kuniwo Nakamura,palauan,786992351.0,786992351.0,Start,,
46389,Tommy Remengesau,palauan,788566799.0,788566799.0,C,,
46390,Thomas Remengesau Sr.,palauan,788566961.0,788566961.0,Stub,,
46391,Ngiratkel Etpison,palauan,788567219.0,788567219.0,Start,,
46392,Raynold Oilouch,palauan,789983618.0,789983618.0,Stub,,
46393,Lazarus Salii,palauan,790011394.0,790011394.0,Stub,,
46394,Ngedikes Olai Uludong,palauan,790410665.0,790410665.0,Start,,
46395,Sandra Pierantozzi,palauan,790423026.0,790423026.0,Stub,,
46396,Elias Camsek Chin,palauan,795139723.0,795139723.0,Start,,
46397,Akiko Sugiyama,palauan,797884160.0,797884160.0,Stub,,
46398,Baklai Temengil,palauan,805961817.0,805961817.0,Start,,
46445,List of Presidents of Somaliland,somaliland,792010538.0,792010538.0,Start,,
46446,Dahir Riyale Kahin,somaliland,798692052.0,798692052.0,Start,,
46447,Adan Ahmed Elmi,somaliland,804143605.0,804143605.0,Stub,,
46448,Muhammad Haji Ibrahim Egal,somaliland,805840190.0,805840190.0,C,,
46449,Hediya Yousef,rojava,805873719.0,805873719.0,C,,
46450,Mansur Selum,rojava,805873803.0,805873803.0,Stub,,
